rv
4.1379374354692486e-05
2.6838868748963558e-05
3.843927538652282e-05
5.1762299671904604e-05
9.362090727906241e-06
1.5932844061605406e-05
2.1061209592344945e-05
2.0941259606960998e-05
2.550293454461805e-05
0.00024157662171115174
9.585852725437647e-05
2.629424227223605e-05
9.845891098832105e-06
2.0276543084752245e-05
2.255653898316784e-06
3.9051689098587975e-05
2.176852234941196e-05
8.817078253642392e-06
1.28866418814328e-05
2.07307213605056e-05
5.5046957510808e-05
1.3476657076299427e-05
5.272793398913559e-06
3.020303705628848e-06
5.465456489572261e-06
6.2001454179443495e-06
4.037228581856694e-06
1.280562635382251e-05
1.6950338657889902e-06
3.381983886860155e-05
4.297787489450562e-05
5.515945282554255e-05
3.954897631204809e-05
2.1614258692105565e-05
4.91606172872663e-05
3.1252548887794463e-06
6.044346703684274e-06
7.5449025639972505e-06
1.3186563109008176e-05
1.0630374070763948e-05
5.425394992811111e-06
4.855861933813628e-06
1.112746166498584e-05
8.278374967557012e-06
7.5438979133185854e-06
1.9473357319037726e-05
3.084707411630292e-05
3.46836192126931e-05
4.9841044766486876e-05
3.567908337925868e-05
4.1495013250583703e-05
4.7262520025754984e-05
2.379688768090552e-05
0.00015689279350565276
4.459837944894744e-05
9.66858649308318e-05
4.9568638043839466e-05
1.8483350431480013e-05
1.1721493609047117e-05
6.010488764506737e-05
2.571544176142148e-05
7.271795137528654e-05
0.00018590958715162886
0.00011652038734838316
8.253494253344362e-05
8.883645475190288e-05
3.1138938806271985e-05
1.3684836986277673e-05
7.071800271485877e-05
2.0607241476457683e-05
5.359421398138441e-05
1.9616882945991508e-05
9.436930475474486e-06
2.5994746585798164e-05
9.084660932373948e-06
4.143374257629756e-06
9.25807564262937e-06
3.1949747732960105e-05
2.6856551770803877e-05
1.7701345700820697e-05
1.4497198291440617e-05
5.70433164503127e-06
1.7132441661044374e-05
1.468058363180507e-05
5.739531807764119e-06
2.245490561508105e-05
5.031226065673284e-06
3.06665912816109e-05
8.318873563759526e-06
2.4492495938888957e-05
5.914837985807025e-05
1.7827875606978263e-06
2.4165257075525807e-05
1.2644776817772205e-05
1.8617887968899468e-05
5.364474549222287e-06
3.030427334329809e-05
1.2582571199824155e-05
6.722706518568897e-05
4.795957050640098e-05
2.3741127071646556e-05
6.779934747932547e-05
5.364222004292976e-05
0.00010424161467475445
0.0002636010280144048
